specimen,Interval,treatment,NaCa_mean,NaCa_sd,MgCa_mean,MgCa_sd,MnCa_mean,MnCa_sd,SrCa_mean,SrCa_sd,BaCa_mean,BaCa_sd,growth_mean,growth_sd,T_mean,T_sd,S_mean,S_sd,Chl_mean,Chl_sd,N,peakID
B323,interval 1,intertidal,21.98254820241397,5.251880233986307,1.1102400467407074,0.6771518439283091,0.02737221352907674,0.010881916511051375,1.9123098975095922,0.5212233959817318,0.0036932032239208636,0.002247292502119676,84.87914346480217,0.0,20.465645383693044,0.3706738802288837,31.402607613908874,0.3021858614537624,2.8980029976019184,0.6314399355401192,3336,1
B323,interval 3,intertidal,23.323609201733014,5.62452836750774,1.0011531551694812,0.31081765890626856,0.0254582300946924,0.006009532930919701,2.110384987013671,0.5641422815517608,0.002698458883594692,0.0007652190297788682,80.51198002754266,0.0,19.247952352231604,0.5945063985985125,29.619327704061117,0.779519138727045,6.348927623642943,2.101506299470259,4974,1
B323,interval 4,intertidal,21.415181691089632,3.97703933231665,1.0620760050997966,0.33488450977619183,0.0202359266949187,0.0045859700768410986,1.7901875148558941,0.38994795552674344,0.0023785585788617886,0.00130755164721815,81.7746436700932,0.0,14.735050406504065,1.449284487678209,29.96706422764228,0.8688998542055141,5.965359349593496,2.9171148057857,4920,1
B323,interval 5,intertidal,24.059038356327182,4.038459420979706,1.2224562192027406,0.2663479961333959,0.0150607821901566,0.003587142259444525,1.72565842235934,0.3275457828994655,0.0016674309541387024,0.000466251014525543,83.32509578252156,0.0,11.980433724832215,0.6088869910862502,28.057418721973093,1.3502255902253437,9.998327740492169,2.668945827456749,3576,1
B323,interval 6,intertidal,23.383464727651564,4.177952675475446,0.9633078851195312,0.2110790921337921,0.02290995068203125,0.00567353027094413,1.4777211731859374,0.292479050962454,0.00112274688359375,0.00027990597320731633,19.95251668261872,0.0,9.5442795614722,1.8874066376869456,27.949056382145653,1.8211409239385148,12.85078125,8.533070447438382,1280,1
B323,interval 7,intertidal,38.52885161607987,59.69771758933698,1.4186018380755532,2.251331280085787,0.1813632878861306,0.684309518561843,1.5491089540836482,0.4830324687995521,0.002572790219278467,0.007806650725646016,17.266348611925935,0.0,6.429265418502203,0.380679398503957,26.33696475770925,2.6445734902463376,4.58617323259579,4.678123003116238,1853,1
B323,peak 1,intertidal,23.98168815742069,4.966887517857123,4.0465803347084774,2.319972802083727,0.07194711149620951,0.06274893351677027,2.0005427624148866,0.40912003283231074,0.01116760199862164,0.00756622305136182,,,21.519907649896624,0.4602242074475612,31.821068917987596,0.17427877214237078,4.089139214334942,0.0024177331509495715,1450,1
B323,peak 2,intertidal,22.03456535257714,5.23912700004455,1.6562658942863493,0.6062177797262708,0.024394291969523807,0.0056835007682007705,2.405543545325079,0.6708754665543419,0.004985606923809524,0.001560801637987629,,,20.22615850515464,0.6492992368991803,30.671048324742266,0.5742836792721001,3.1181790476190474,0.377439387754605,1575,1
B323,peak 3,intertidal,22.699698843858922,4.994528453590755,1.753189166580913,0.7414616218648029,0.025904638195020747,0.008445849840783034,2.274069734647303,0.636179824592308,0.0044190077344398344,0.00118250062764695,,,19.665896265560164,0.2713078848116945,29.885452282157676,0.73748090851347,2.613,0.0,241,1
B323,peak 4,intertidal,21.898785641948354,3.8873498501527743,0.93534052457277,0.18372221066878286,0.015131889584507043,0.0026932357484515147,2.006017683894366,0.6010891643462368,0.0017901926549295775,0.00042263080448481043,,,18.109150234741787,0.7672643970780065,29.09782863849765,0.6101016626771588,2.035845070422535,0.9911783311673241,426,1
B323,peak 5,intertidal,23.44475811797357,3.745931569740921,0.9815399135814977,0.15630463438167425,0.02120381154185022,0.0029428543759191053,1.9066602714096916,0.38052373647466897,0.001635599334801762,0.00033265127457647966,,,13.594339207048458,0.45166375268711045,29.393907488986788,0.45720050914575194,7.552,0.0,227,1
B323,peak 6,intertidal,22.42531677582474,3.5091300729929333,1.3795516513161954,0.24170975887144297,0.014980914156812339,0.0025144545256496616,1.9631784385398459,0.38526020709942876,0.0013151387557840616,0.0002919500062134359,,,12.189,0.0,26.572,0.0,12.664000000000001,0.0,388,1
B323,peak 7,intertidal,22.644108179532427,3.7581215232099416,0.9112441656907994,0.1646096754700992,0.02374614975113122,0.0038789598278439618,1.6624654875897438,0.3160875872689295,0.001338176532428356,0.00032532937352390686,,,8.220295625942684,0.6622312577621787,27.437497737556562,1.3509797975967357,29.430361990950228,5.996370141829803,663,1
B325,interval 0,intertidal,24.541477455861035,24.276519711875917,1.508692751311235,0.6407852692104267,0.027100664108069536,0.05535525805831148,2.145723135838739,0.7399475302800645,0.0033626398848920864,0.0014364195541284022,40.7378024460229,0.0,20.213206149455115,2.443667573757204,32.14952490918526,0.7767551973385199,3.7379928645563054,0.9946136218294185,7707,1
B325,interval 1,intertidal,19.709063413018868,5.054529496940573,1.0207235140849056,0.2175825065087624,0.01752500550943396,0.003702501250530712,2.1690691498773584,0.6202192944303749,0.002641123028301887,0.000724190054268372,2.78713227116142,0.0,19.208,0.0,29.311,0.0,8.769,0.0,106,1
B325,interval 2,intertidal,20.682784152368892,4.795508913538354,1.0629285192381281,0.29596430048269506,0.01782293485134205,0.0039032674846696076,1.9085218479029593,0.5423306941976908,0.0023999656951135583,0.0007564894115409343,31.61696503921812,0.0,16.048260151410872,0.6991824375904792,29.627780454232624,0.899246323150872,5.304006882312457,3.440216904271795,1453,1
B325,interval 3,intertidal,21.964019442911248,4.102438023717308,1.2328589270970072,0.3035332939723248,0.017512307304093568,0.004126230142944608,1.9424464446281389,0.4449649724468303,0.002303972321637427,0.0005941787757534932,46.837226790568,0.0,14.240524939800482,1.3208149686193427,30.425724114207085,0.5597075964375041,7.084199518403853,2.474537634085391,2907,1
B325,interval 4,intertidal,24.20826666101527,3.0434849184127954,1.122634487823664,0.16430760056503366,0.02401330800534351,0.003065600201180093,1.90018917910229,0.3140622932987618,0.0016801619908396945,0.00033918477059676345,21.36303899038086,0.0,12.189,0.0,26.572,0.0,12.664,0.0,1310,1
B325,interval 5,intertidal,26.048573990203266,2.9951102710052275,1.4573054115751296,0.28881569568164533,0.014000755340773217,0.0023082436123401293,1.6277105831155838,0.19314110752955113,0.0016464311825428457,0.0003993706819749166,58.34875494212546,0.0,10.108575528098845,1.8892816572965165,27.858151056197688,1.8926413413822272,10.112939816660024,4.799747887198536,2509,1
B325,interval 6,intertidal,25.013210233207722,2.8063484210808842,1.2672970997323567,0.1749266131755846,0.0200561339430759,0.0031481886431919633,1.644407654177763,0.19781458190025686,0.0013672078868175765,0.00029896958764939974,46.11441953223352,0.0,7.238421016949153,1.0588062705620565,25.78686372881356,2.673325636932018,18.071933754993342,11.864588888050715,3004,1
B325,interval 7,intertidal,57.16542563793181,75.88053008875825,1.509675143559091,1.0550528056989958,0.08620551880454545,0.1682424112903794,1.410528566621663,0.5623628251064583,0.0022340664366438355,0.003375919456641869,12.500109944090296,0.0,6.303593181818182,0.2726493588613735,27.5177053030303,1.5372394288741331,2.0132818181818184,0.20367085929553994,1320,1
B325,peak 1,intertidal,21.61967969048007,5.812759184347584,1.1781835174255693,0.36164187630222433,0.01797081548949212,0.004226554343577384,2.1818855749369526,0.6517366011801472,0.003003049899737303,0.0007802076198837278,,,20.02747673397717,0.6639242401747678,30.529141791044776,0.884837868825108,4.232870402802102,2.4694980466802807,2283,1
B325,peak 2,intertidal,20.39089605369244,4.313391930074316,1.1757505359919815,0.2616055370536837,0.02026140498510882,0.003745789846628697,2.2022124502932416,0.5393152423140678,0.002783115531500573,0.0006198488687550694,,,18.89328751431844,0.7015521537644022,29.324219358533792,0.708261351154412,6.011548682703323,2.52494310734646,1746,1
B325,peak 3,intertidal,21.82831168653722,5.213922409550866,1.1566490463624595,0.23331519703403958,0.01583345841423948,0.0030191193622007475,1.9513611244433657,0.5017454181064464,0.001810186229773463,0.00046496237139349866,,,14.943333333333333,0.24417469439989542,29.080210355987056,0.4998349835710758,1.9939999999999998,0.0,309,1
B325,peak 4,intertidal,22.169424723419173,3.573334507848984,1.1397571857925608,0.23773314123709885,0.02211670142203147,0.003439490111113032,2.3125776567296135,0.47704986704774266,0.002237387098712446,0.00042224987748769105,,,12.712309012875536,0.5551366222987068,29.343519313304718,1.8023242819536864,9.032972818311874,2.3417748694899516,699,1
B325,peak 5,intertidal,24.06604040845833,2.424415387253452,1.0960907129041668,0.13601014200075726,0.0215069140625,0.0030373538758615612,1.7916245703416667,0.19553068709437088,0.0014656874041666665,0.0002799330964578133,,,12.189,0.0,26.572,0.0,12.664,0.0,240,1
B325,peak 6,intertidal,24.479857873125,2.4695344297921236,1.4254439603663793,0.1793265777150845,0.016559932737068964,0.002743463581254715,1.9682825654719829,0.23697091997001946,0.0013649041508620688,0.0002537325862615077,,,7.897061403508772,0.8996384405381125,27.72234649122807,1.0011261606661148,28.79093103448276,4.876258962827476,464,1
B325,peak 7,intertidal,24.223101912417356,1.9179123105717921,1.176930926663223,0.12781495222465275,0.014588173841942149,0.003169941578271931,1.5784358800444214,0.148838765759454,0.001347786722107438,0.00022520651057307084,,,6.7417551652892564,0.22739827657304393,28.105380165289258,0.8227541673901038,1.451,0.0,968,1
G652,interval 0,subtidal,45.336062375635855,115.3624484407589,1.8954338072374781,2.9009180064180824,0.06752587670792533,0.29970353313648057,2.4440131141728925,0.788179001201415,0.006243000102015839,0.0028790213790538246,74.87735327753565,0.0,19.698845551400552,2.11744395309632,30.994366683129893,1.169787433116934,4.613805142655865,2.1060077837111164,14195,1
G652,interval 1,subtidal,27.83134151156842,9.570934274123806,1.4208288233160984,0.5082634663962716,0.017536977776545427,0.004919950267564062,2.2269085778571194,0.77385105025882,0.005012221031479368,0.001953469638559876,159.07393779479077,0.0,15.480391127059209,0.7513172397811778,29.980330778013375,0.6494770360999883,6.397446419833632,4.158508016055772,6131,1
G652,interval 2,subtidal,23.917019225400395,6.0412878450705,1.1290547649359601,0.3480881944945111,0.015387986648924004,0.0039373271352694484,2.334813351970995,0.6132339780027316,0.004983540960286932,0.001328777440991799,209.3062320793696,0.0,13.259502858925044,1.5658159701537004,29.748173365264474,1.2613958576801612,7.782469487472709,1.6350733543706413,9618,1
G652,interval 3,subtidal,23.187273435538074,4.0947269036264204,1.1114901119376968,0.1971803162163066,0.010204667239773443,0.0017714888441409257,2.267230404393329,0.3910505940450644,0.0034057776601636247,0.0008339631352371097,25.95832522074713,0.0,12.168543738200125,0.0980015813956194,26.618053492762744,0.24021077076420047,12.663999999999998,0.0,1589,1
G652,interval 4,subtidal,22.851188261244992,3.614226461582803,1.2073395252025263,0.2305006235910715,0.011748894450130661,0.0026895456516363367,2.226147367722561,0.44726130630513583,0.002820370770034843,0.0007969975627682145,76.03387595504465,0.0,8.304129532546964,0.8207220085333744,28.429426823940585,1.5965108076707217,20.511676829268293,11.342370975438065,4592,1
G652,interval 5,subtidal,22.163579864141592,3.570221253531032,0.8658430855860374,0.14905605061792637,0.012324549448869224,0.002687192998366751,2.145584527893314,0.4624658060841971,0.0024071581799410026,0.0005913469970047628,45.50446049033612,0.0,6.298350750129332,0.3946026818162713,23.438334195550958,2.4359852571258807,11.002309734513274,3.301582219843432,2034,1
G652,interval 6,subtidal,25.5679299004298,2.172888918894449,1.0152903007564469,0.14221235800708987,0.011065777742120343,0.0014395658102114043,2.0328639458223496,0.21817460418351234,0.002486421378223496,0.0007501382062609236,5.581103735632188,0.0,6.527942693409742,0.1935373442079561,27.822037249283667,0.16417175016132218,1.451,0.0,349,1
G652,interval 7,subtidal,89.40746404389608,200.18449201784085,3.27961747835939,10.045875645308742,0.2293062036396568,0.8294397769222985,1.624740061706584,0.4848415007887997,0.004439808613333334,0.022078622692724485,19.74868344381981,0.0,6.323482364156339,0.28261857994448847,27.56636129647283,1.6482001880430595,2.082755958055291,0.05179263820937149,2098,1
G652,peak 1,subtidal,28.087718520735496,7.8897361118327725,1.2543567836259741,0.34893334760406897,0.020213949546753245,0.004754904137900125,2.322930723256277,0.6607268133926943,0.0044043784441558445,0.001350936619487252,,,18.13165974025974,1.479607024507136,29.431449350649352,0.7012313687153032,6.708999134199134,2.8116692272067536,2310,1
G652,peak 2,subtidal,30.09478826207558,10.351444339465314,1.889954361476744,0.6446712236798959,0.016002832075581397,0.0049693374998473405,2.920513530468992,1.1150567476474196,0.007021926895348837,0.0037646929745693185,,,16.186926356589147,0.7557779316338609,30.28431976744186,0.355712762485262,8.968872093023256,1.6572788666547547,516,1
G652,peak 3,subtidal,23.118674982015357,3.353945828055516,1.3469678487274472,0.25407195757824524,0.013186596320537428,0.002307549188701346,3.3346166318483683,0.5641478253007135,0.005418190332053743,0.0010533658453776538,,,11.627533589251438,0.29607939314087395,27.563318618042224,0.9969109221735225,12.664,0.0,521,1
G652,peak 4,subtidal,22.754453817844944,3.983578004268859,1.1991599763188787,0.23272316583076344,0.009264548888742882,0.0017259708726204911,2.644135499822602,0.5630656700190789,0.0033975196193604907,0.0008096098405693157,,,11.721049934296977,0.7651506368469292,26.580000438020146,1.117884083951994,10.033250985545335,3.047727376982848,2283,1
G652,peak 5,subtidal,22.216070605087573,3.7033550767475623,0.9187410981376147,0.15953331742621402,0.013329526733110926,0.0024225559129128936,2.1536232896980816,0.39213767441397773,0.0027645309399499584,0.0006596296568468363,,,7.694743119266055,0.3119671535735645,27.160567139282737,1.4407300349743672,24.700394495412844,9.342992664391916,1199,1
G652,peak 6,subtidal,24.39603674262129,2.908565835568322,1.317547374434555,0.2909495524247616,0.013541407562827224,0.0025228099014336243,2.636376616809773,0.5038541607274544,0.0034619832216404886,0.0012993745841018837,,,6.642539703315882,0.2875151216390279,27.295301047120418,2.0092612704732535,1.451,0.0,2292,1
G652,peak 7,subtidal,26.69889129834821,2.75132958708536,1.1272836665357142,0.12979456846367257,0.009439705459821429,0.00156637976481356,2.689246580933036,1.0007544709242833,0.0026282469776785712,0.0007847952028586902,,,6.19478125,0.1830734896332685,27.71070535714286,0.5494691876098302,1.451,0.0,224,1
G664,interval 0,subtidal,103.71848074883424,312.5650779328978,2.6538397017235185,4.590167279381067,0.2488177661237283,0.8758980427265842,2.3366560698788787,0.6934475926858352,0.005915762589747736,0.002433780392380399,35.454913051486294,0.0,20.82010831837223,1.603675340824843,32.14193731298624,0.7355761914941561,3.4332989228007182,0.9539213663497362,6684,1
G664,interval 2,subtidal,21.04823725138129,3.4220332663409043,0.9093791873373274,0.2704132043352851,0.020200084810996232,0.005861575023453155,2.125446797303411,0.41190706901329427,0.005248086264276742,0.0014002042666443066,223.80342506569892,0.0,16.870454150159436,1.899392839724184,29.866664412020484,0.7288592381866037,6.454576384191709,3.506988512779275,10349,1
G664,interval 3,subtidal,20.41168604643711,2.8491190580690255,1.076265756758967,0.15229394922890976,0.01404667924533716,0.0020474869565612337,2.3244757850248687,0.3337883946643481,0.00385781625251076,0.000945841806056035,34.27430385618102,0.0,16.054472022955522,0.8088670158539851,30.36023768531803,0.39586385513712063,8.067153515064561,1.591063174642711,2091,1
G664,interval 4,subtidal,20.308144723738717,2.7038451251204894,1.0207158782947472,0.14021933341796314,0.01757407195311284,0.003976636208010287,2.458303308780934,0.3330481270516797,0.003846137166536965,0.0008376988293351894,85.42968223347204,0.0,12.71528073929961,1.1336293241700506,28.526374902723738,2.2440053341706845,9.508982101167314,2.825590200815533,5140,1
G664,interval 5,subtidal,20.79324526795722,2.7731245856734117,0.8991799865647059,0.1180591798521801,0.014283750197860962,0.0025902074016207885,2.095888054657754,0.3017482676125813,0.002924140970053476,0.0006178404282811907,21.442908002099653,0.0,7.735122712594188,0.5938579593418519,29.12250053821313,1.6421477671215226,19.593780748663104,9.167853180665656,935,1
G664,interval 6,subtidal,23.17611746105753,2.748116899080282,0.7808967184850154,0.12732496301019242,0.014710884689631415,0.002830628072037091,1.8944917285370306,0.2779691654372208,0.0024380638098518773,0.0005343975035310214,44.39815157810092,0.0,7.032888305322129,0.8663305507984373,26.071576680672266,2.686836413620593,14.549831898036516,12.21634380331254,2903,1
G664,interval 7,subtidal,1363.6613376465045,679.4512952526427,59.66303274165958,99.65230867531487,3.686228100221885,1.9019277027767456,0.801060108506135,0.868418484811347,0.5414132024838709,0.4723924752841805,3.045591785611392,0.0,6.2149452887538,0.23159479578906297,26.97394224924012,1.6592073095442104,2.087,0.0,329,1
G664,peak 1,subtidal,90.8903529674542,199.5958392858716,65.07303175123963,154.77572750391406,10.995020816131147,33.775550669720744,2.6912714462155254,0.92267084083155,0.3320274905525554,0.9535457030256688,,,19.885271351878966,0.5651969794248196,30.216216691068812,0.6857424066911385,2.938103664416586,0.48621697303609207,2074,1
G664,peak 2,subtidal,26.424082423624455,3.0172725475927167,1.9667061893799125,0.7251619092026893,0.043674122956331884,0.015576095271751161,2.315734938912664,0.3912390215396299,0.012841587515283843,0.00464150798677784,,,19.47331877729258,0.226446013562056,29.624834061135374,0.5707609713168953,5.821,0.0,229,1
G664,peak 3,subtidal,19.981350552599118,3.2883006848687493,1.0869764665242292,0.16690836916008994,0.013751492154185021,0.0019920275917775098,2.285680111770925,0.4021013127740316,0.00386875095154185,0.0010026326323062387,,,15.308995594713656,0.6949459232657514,30.600828193832598,0.28568813291784645,10.324,0.0,227,1
G664,peak 4,subtidal,21.101246189140625,2.6604842102154405,1.0849041420796874,0.14640144785177833,0.016497274265625,0.0032445530986719125,3.099990416651562,0.44733164247454105,0.00391053548125,0.0007640693531967975,,,15.5127328125,0.5733819355299555,30.375846875,0.33965490401926335,6.946,0.0,640,1
G664,peak 5,subtidal,20.09101542301676,2.3978402577623754,1.0496508297569833,0.12846161040231313,0.014641333418994415,0.0018616060251657326,3.806870567139665,0.5314100475084022,0.0036743337821229047,0.0006330209516267795,,,8.714547486033519,0.46133637537068845,28.72210055865922,1.1871311019280635,5.137,0.0,358,1
G664,peak 6,subtidal,25.176231940043102,2.5539517997595103,0.8047809641896552,0.11117638389399831,0.014848437525862068,0.0019851546339656567,1.819574646103448,0.23720751942449048,0.0023094071939655176,0.0004723285684097012,,,9.172176724137932,0.3167269417753483,27.91449568965517,1.091949989331985,31.031,0.0,232,1
G664,peak 7,subtidal,53.036577524667834,112.64421858439272,30.99399702987413,132.6946496686323,0.9181412683321679,6.431732032028057,2.3792464569143355,1.0337958272008592,0.14973825311188813,0.6022949443980858,,,6.441112762237762,0.3165647252045102,27.750911713286715,1.2399382784864164,1.82793006993007,0.3126286631449003,1144,1
G668,interval 0,subtidal,20.755715027682466,14.010326044033958,0.9977233992107651,0.3628699922989237,0.013573975029623094,0.020906142685466176,2.366710716753183,0.48346588281709474,0.004934254555751766,0.0016118068946734598,41.16340034013114,0.0,19.377703619624164,2.709984973332775,31.39894211123723,1.31027773515499,4.564461616034287,1.7813824216089535,7933,1
G668,interval 1,subtidal,20.424188592893618,2.660794831658647,1.3528849608174467,0.2660659677730051,0.008628122358297872,0.001280795547408384,2.805414623068085,0.5061252368295934,0.006001938432340426,0.0013204965457264694,60.63203681730399,0.0,14.828357021276597,0.04680605646422458,28.857786382978727,0.10237485848254593,1.9939999999999998,0.0,2350,1
G668,interval 2,subtidal,19.192848951183162,2.7460490387415075,0.7844809674869169,0.12976247446209185,0.011633862172923778,0.001682633316871296,2.6632123948953357,0.4179060676878829,0.00450325764960182,0.0007135292489898491,18.62783361410996,0.0,13.077517633674631,0.10193268736023708,30.662215017064845,0.10156521274225158,7.552,0.0,879,1
G668,interval 3,subtidal,18.968573167005598,1.8752087477304396,0.6672444505768872,0.10748332949392189,0.007609314581547064,0.0011106153206851513,1.827398895747437,0.21709092445593356,0.0024165759412861135,0.0003577767745940255,17.369178900561003,0.0,11.491795899347624,0.8901113150987129,26.594549860205035,1.248130988383334,9.150561043802423,3.050771160500604,1072,1
G668,interval 4,subtidal,19.56639255074873,2.2616916771947753,0.6738753524885788,0.09850852188252245,0.008355622229695431,0.0012734960517377745,1.811415572431472,0.24921617192304824,0.00225538188071066,0.0003710351964835677,12.80321668389953,0.0,7.705401015228426,0.41827117301984595,29.777492385786804,1.414653789100677,13.408494923857868,6.298808410230661,788,1
G668,interval 6,subtidal,20.471619049519408,2.287071527337955,1.0561933123733827,0.16239045126035032,0.007495120589648799,0.0009644733469548557,2.099658674436229,0.2710511529054415,0.002650968391866913,0.0004057078941377714,8.644214012514759,0.0,6.275970425138633,0.2358278857902527,23.437534195933456,2.2073934430124598,4.909595194085028,5.006370706659204,541,1
G668,interval 7,subtidal,43.10794719703501,88.01644754980161,1.3729560177609408,0.3795656930749346,0.024879345317833697,0.07313911265947791,1.4941599744748082,0.3971657266169198,0.002111639830392715,0.002522670288047586,17.310115175760046,0.0,6.413898249452954,0.3082002997739177,27.622783916849016,1.3159112300735072,1.8584157549234137,0.3052536591130277,1828,1
G668,peak 1,subtidal,20.863705798,2.3455149598582983,1.0939197496723405,0.16528274163833306,0.009612626165957447,0.0011347929889979982,2.6490558310978725,0.39225414950139625,0.007890879906382979,0.0013948328406504166,,,15.649855319148935,0.5344675003145898,29.050748936170216,0.7917179043803321,5.0903829787234045,3.307800722826461,235,1
G668,peak 2,subtidal,19.609988285459217,2.7095027851446063,1.027591511910876,0.2139042159782225,0.008441423356495469,0.0013573567620452024,2.910805037044562,0.8599449629539028,0.004695783461480363,0.0008387046987420325,,,14.43978247734139,1.3834583057920777,30.512437311178246,0.4406556217949841,7.509321752265861,2.291502118344557,1324,1
G668,peak 3,subtidal,19.950365099243477,2.5179833047345572,0.8595342324713043,0.16266779967936526,0.010370985750869565,0.002129038930411936,2.720937781622609,0.6232410578706696,0.004468683644347826,0.0013295747259532795,,,12.190239130434783,0.909990643394154,28.758013077593723,1.2312953513702631,8.866635652173912,2.3767971528547434,2300,1
G668,peak 4,subtidal,19.73334443685393,2.372690535013536,0.7771687929258427,0.12771493006190537,0.009969057851685394,0.0012291102134111675,2.0610521911011235,0.2651438500336639,0.003026346959550562,0.0005036917280018408,,,9.00868988764045,0.5060266729173588,28.307791011235956,1.3210676404824382,5.33974606741573,0.48639443431578716,445,1
G668,peak 5,subtidal,21.313839345889573,2.309556660720262,0.7987400757096114,0.1395003413430114,0.007249266893660532,0.0008883491976093344,2.1256738115276073,0.26554538318607895,0.0020113172044989775,0.00035836581156581935,,,8.239507276507277,0.9274831762002177,27.802677754677752,0.988360674564171,30.479932515337424,2.6041295416351344,489,1
G668,peak 6,subtidal,21.618247770457543,2.405547335349431,1.1154766313673559,0.23541938555585665,0.006312065326440827,0.0012388023768197436,2.0894064061636604,0.32257716554449967,0.0024418233035635724,0.000492484159247853,,,7.459578709968425,1.0159400176024258,26.123019846639604,2.5390861873070434,22.287412230532336,9.698131475613405,2273,1
